Date,Open,High,Low,Close,Volume
2011-12-05,1.0413999557495115,1.0435999631881714,1.038599967956543,1.0413999557495115,0
2011-12-06,1.0426000356674194,1.0434999465942385,1.034000039100647,1.0426000356674194,0
2011-12-07,1.0336999893188477,1.037500023841858,1.0335999727249146,1.034000039100647,0
2011-12-08,1.0369999408721924,1.0430999994277954,1.0336999893188477,1.0372999906539917,0
2011-12-09,1.0404000282287598,1.041100025177002,1.030500054359436,1.0403000116348269,0
2011-12-12,1.0391000509262085,1.0400999784469604,1.0327999591827393,1.0392999649047852,0
2011-12-13,1.031499981880188,1.0393999814987185,1.0311000347137451,1.031599998474121,0
2011-12-14,1.0329999923706057,1.037999987602234,1.0305999517440796,1.0329999923706057,0
2011-12-15,1.0283000469207764,1.0313999652862549,1.0253000259399414,1.028499960899353,0
2011-12-16,1.0269999504089355,1.0351999998092651,1.0267000198364258,1.026600003242493,0
2011-12-19,1.0342999696731567,1.0348999500274658,1.0277999639511108,1.0341999530792236,0
2011-12-20,1.0288000106811523,1.0360000133514404,1.0286999940872192,1.0289000272750854,0
2011-12-21,1.0361000299453735,1.044399976730347,1.0347000360488892,1.0362999439239502,0
2011-12-22,1.0342999696731567,1.0388000011444092,1.0336999893188477,1.034500002861023,0
2011-12-23,1.0342999696731567,1.0384000539779663,1.031999945640564,1.0343999862670898,0
2011-12-26,1.0347000360488892,1.039800047874451,1.0343999862670898,1.0348000526428225,0
2011-12-27,1.035899996757507,1.037500023841858,1.0341999530792236,1.0367000102996826,0
2011-12-28,1.033900022506714,1.0368000268936155,1.030500054359436,1.03410005569458,0
2011-12-29,1.033400058746338,1.0338000059127808,1.0288000106811523,1.0328999757766724,0
2011-12-30,1.0342999696731567,1.0413000583648682,1.0341999530792236,1.0343999862670898,0
2012-01-02,1.0403000116348269,1.0434000492095947,1.0403000116348269,1.041700005531311,0
2012-01-03,1.0426000356674194,1.0468000173568726,1.041800022125244,1.0427000522613523,0
2012-01-04,1.048200011253357,1.0499999523162842,1.044399976730347,1.048200011253357,0
2012-01-05,1.047700047492981,1.0478999614715576,1.042799949645996,1.047700047492981,0
2012-01-06,1.0449999570846558,1.0470999479293823,1.041800022125244,1.0450999736785889,0
2012-01-09,1.0492000579833984,1.0520000457763672,1.0455000400543213,1.049399971961975,0
2012-01-10,1.048200011253357,1.0520999431610107,1.0478999614715576,1.0479999780654907,0
2012-01-11,1.0470000505447388,1.0485999584197998,1.044100046157837,1.0470999479293823,0
2012-01-12,1.0499000549316406,1.0530999898910522,1.0477999448776243,1.0498000383377075,0
2012-01-13,1.051800012588501,1.0542999505996704,1.0496000051498413,1.051900029182434,0
2012-01-16,1.0527000427246094,1.0528000593185425,1.0498000383377075,1.0528000593185425,0
2012-01-17,1.0499000549316406,1.0568000078201294,1.0498000383377075,1.0497000217437744,0
2012-01-18,1.053699970245361,1.0550999641418457,1.0520999431610107,1.052899956703186,0
2012-01-19,1.053699970245361,1.0549999475479126,1.0484000444412231,1.0534000396728516,0
2012-01-20,1.0534000396728516,1.0618000030517578,1.0530999898910522,1.0530999898910522,0
2012-01-23,1.062199950218201,1.0652999877929688,1.0608999729156494,1.0622999668121338,0
2012-01-24,1.059999942779541,1.0609999895095823,1.0565999746322632,1.0601999759674072,0
2012-01-25,1.0573999881744385,1.0647000074386597,1.055899977684021,1.0577000379562378,0
2012-01-26,1.0640000104904177,1.0686999559402466,1.0631999969482422,1.0640000104904177,0
2012-01-27,1.0635000467300415,1.0666999816894531,1.062399983406067,1.0636999607086182,0
2012-01-30,1.0643999576568604,1.0650999546051023,1.0586999654769895,1.0648000240325928,0
2012-01-31,1.0607000589370728,1.0662000179290771,1.0602999925613403,1.0608999729156494,0
2012-02-01,1.0607000589370728,1.0662000179290771,1.0602999925613403,1.063599944114685,0
2012-02-02,1.06850004196167,1.0719000101089478,1.0678000450134275,1.0686999559402466,0
2012-02-03,1.0693000555038452,1.073099970817566,1.06659996509552,1.0693999528884888,0
2012-02-06,1.0678999423980713,1.069499969482422,1.065500020980835,1.0679999589920044,0
2012-02-07,1.0676000118255615,1.0771000385284424,1.0667999982833862,1.0677000284194946,0
2012-02-08,1.0740000009536743,1.0779999494552612,1.0729999542236328,1.0740000009536743,0
2012-02-09,1.0743000507354736,1.076200008392334,1.0717999935150146,1.0743000507354736,0
2012-02-10,1.071499943733215,1.072100043296814,1.0657000541687012,1.0714000463485718,0
2012-02-13,1.0708999633789062,1.0746999979019165,1.069100022315979,1.0706000328063965,0
2012-02-14,1.0710999965667725,1.0724999904632568,1.0676000118255615,1.0709999799728394,0
2012-02-15,1.0681999921798706,1.0712000131607056,1.0666999816894531,1.068600058555603,0
2012-02-16,1.06850004196167,1.0734000205993652,1.0678999423980713,1.068600058555603,0
2012-02-17,1.071300029754639,1.0748000144958496,1.0678000450134275,1.071300029754639,0
2012-02-20,1.0705000162124634,1.0709999799728394,1.0678000450134275,1.0706000328063965,0
2012-02-21,1.0664000511169434,1.0674999952316284,1.0618000030517578,1.0662000179290771,0
2012-02-22,1.062999963760376,1.063599944114685,1.059499979019165,1.0628999471664429,0
2012-02-23,1.0622999668121338,1.067199945449829,1.0607999563217163,1.062199950218201,0
2012-02-24,1.0693999528884888,1.0716999769210815,1.0684000253677368,1.069499969482422,0
2012-02-27,1.06850004196167,1.0729999542236328,1.0664000511169434,1.0687999725341797,0
2012-02-28,1.0734000205993652,1.0740000009536743,1.0703999996185305,1.0734000205993652,0
2012-02-29,1.073099970817566,1.0748000144958496,1.0650999546051023,1.072700023651123,0
2012-03-01,1.0614999532699585,1.0637999773025513,1.060099959373474,1.061400055885315,0
2012-03-02,1.0647000074386597,1.0650999546051023,1.0602999925613403,1.0643999576568604,0
2012-03-05,1.0604000091552734,1.062999963760376,1.0591000318527222,1.0606000423431396,0
2012-03-06,1.0607000589370728,1.0621000528335571,1.055999994277954,1.0606000423431396,0
2012-03-07,1.0573999881744385,1.0579999685287476,1.0521999597549438,1.0572999715805054,0
2012-03-08,1.0543999671936035,1.0612000226974487,1.051800012588501,1.0547000169754028,0
2012-03-09,1.0539000034332275,1.0547000169754028,1.04639995098114,1.0537999868392944,0
2012-03-12,1.0462000370025637,1.0462000370025637,1.0401999950408936,1.045699954032898,0
2012-03-13,1.0437999963760376,1.0456000566482544,1.0396000146865845,1.044100046157837,0
2012-03-14,1.041599988937378,1.0428999662399292,1.033400058746338,1.041800022125244,0
2012-03-15,1.0371999740600586,1.0462000370025637,1.0360000133514404,1.0369999408721924,0
2012-03-16,1.0436999797821045,1.0505000352859497,1.0428999662399292,1.0433000326156616,0
2012-03-19,1.0501999855041504,1.051800012588501,1.0464999675750732,1.0506000518798828,0
2012-03-20,1.0463000535964966,1.0485999584197998,1.0392999649047852,1.0463000535964966,0
2012-03-21,1.038699984550476,1.0407999753952026,1.0341999530792236,1.038699984550476,0
2012-03-22,1.0374000072479248,1.0390000343322754,1.0306999683380127,1.0370999574661257,0
2012-03-23,1.0383000373840332,1.0449999570846558,1.037600040435791,1.0388000011444092,0
2012-03-26,1.044800043106079,1.0479999780654907,1.0413999557495115,1.044700026512146,0
2012-03-27,1.0433000326156616,1.0450999736785889,1.0399999618530271,1.0434000492095947,0
2012-03-28,1.039199948310852,1.0397000312805176,1.032099962234497,1.039199948310852,0
2012-03-29,1.0363999605178833,1.0372999906539917,1.0312000513076782,1.0362999439239502,0
2012-03-30,1.0338000059127808,1.0382000207901,1.0332000255584717,1.0334999561309814,0
2012-04-02,1.0383000373840332,1.0393999814987185,1.0329999923706057,1.0382000207901,0
2012-04-03,1.032099962234497,1.0347000360488892,1.0260000228881836,1.032099962234497,0
2012-04-04,1.020900011062622,1.0232000350952148,1.0180000066757202,1.0211999416351318,0
2012-04-05,1.0236999988555908,1.027500033378601,1.0198999643325806,1.0241999626159668,0
2012-04-06,1.0219000577926636,1.0290000438690186,1.0211999416351318,1.0219000577926636,0
2012-04-09,1.0262000560760498,1.0297000408172607,1.0228999853134155,1.0259000062942505,0
2012-04-10,1.0268000364303589,1.0305999517440796,1.0255999565124512,1.0269999504089355,0
2012-04-11,1.0273000001907349,1.03410005569458,1.0273000001907349,1.0276999473571775,0
2012-04-12,1.0348000526428225,1.0405999422073364,1.0336999893188477,1.034999966621399,0
2012-04-13,1.038100004196167,1.0390000343322754,1.0327999591827393,1.037999987602234,0
2012-04-16,1.0326000452041626,1.0367000102996826,1.0307999849319458,1.0327999591827393,0
2012-04-17,1.034600019454956,1.034999966621399,1.024899959564209,1.034600019454956,0
2012-04-18,1.0290000438690186,1.0295000076293943,1.0242999792099,1.0286999940872192,0
2012-04-19,1.0270999670028689,1.0276999473571775,1.024399995803833,1.0271999835968018,0
2012-04-20,1.02839994430542,1.028599977493286,1.0250999927520752,1.02839994430542,0
2012-04-23,1.0307999849319458,1.0311000347137451,1.022699952125549,1.030900001525879,0
2012-04-24,1.021399974822998,1.023800015449524,1.0151000022888184,1.0214999914169312,0
