Date,Open,High,Low,Close,Volume
2015-01-02,23.59403400018509,23.75891099740513,23.51983880109657,23.65174102783203,2421600
2015-01-05,23.429151104891005,23.528078542877125,22.893298211161767,23.016956329345703,3434400
2015-01-06,23.00871830025654,23.00871830025654,22.54706047042473,22.67896270751953,1992700
2015-01-07,22.76964259097057,22.959251831147313,22.637738801718864,22.703691482543945,2172200
2015-01-08,22.86032585382032,23.09939962000498,22.86032585382032,22.983983993530273,1524800
2015-01-09,22.97574365522937,23.008718428487494,22.720181693585044,22.7861328125,2828900
2015-01-12,22.604766050158503,22.637740821114097,22.291498650286687,22.42340087890625,2488700
2015-01-13,22.505837590546133,22.654227984236528,22.09364275136105,22.324472427368164,1601200
2015-01-14,22.110130974853465,22.19257025736612,21.772131331710252,22.184326171875,3654800
2015-01-15,22.4151587120741,22.4151587120741,22.052426766116795,22.060670852661133,2980300
2015-01-16,21.937014866566255,22.497600227774694,21.937014866566255,22.472867965698242,2105000
2015-01-20,22.464617196765378,22.48110536657899,22.19256868443443,22.209056854248047,1626200
2015-01-21,22.27501106262207,22.415157380754575,22.12662065843487,22.27501106262207,2590700
2015-01-22,22.27500943465686,22.588276819846914,22.27500943465686,22.464618682861328,1732100
2015-01-23,22.45637979098061,22.62125839335917,22.43164752890416,22.472867965698242,1835700
2015-01-26,22.423399496096753,22.4975946916696,22.316227959203303,22.4151554107666,1180900
2015-01-27,22.291497224728676,22.621252775189472,22.291497224728676,22.580032348632812,2233300
2015-01-28,22.58828339326297,22.596527481114254,21.9947232195611,22.011211395263672,1797500
2015-01-29,22.0112046732848,22.085399868889017,21.59076575566043,21.912277221679688,2561800
2015-01-30,21.582520162059552,22.06891015596375,21.475348632610345,21.79686164855957,3414300
2015-02-02,21.969986812673657,22.423402124590705,21.969986812673657,22.373937606811523,1980300
2015-02-03,22.621254506561524,23.132375255795985,22.571789990907646,22.97574234008789,4998000
2015-02-04,22.728421346660017,22.810860622323027,22.448128752844827,22.547056198120117,2442400
2015-02-05,22.69545398845852,23.049940316449458,22.68720990096121,22.992233276367188,2715400
2015-02-06,22.9015484543986,23.074669551934853,22.67071875195156,22.761402130126953,1532200
2015-02-09,22.82734800023055,23.091152415284117,22.82734800023055,22.91802978515625,1471900
2015-02-10,22.90978730862078,22.90978730862078,22.60476247049232,22.75315284729004,1989500
2015-02-11,22.588275008518576,22.753153559543616,22.547056156961517,22.68720245361328,2144800
2015-02-12,22.95925534553789,23.091157582581516,22.885060140651014,23.066425323486328,1593900
2015-02-13,23.223056124477758,23.31373948766564,23.107642078528418,23.148860931396484,2050500
2015-02-17,23.256031844572195,23.46212926214862,23.132373708506044,23.387935638427734,963300
2015-02-18,23.173592326201963,23.23129934703417,23.033446030295856,23.13237190246582,1445600
2015-02-19,22.852080916034843,23.008715392439132,22.769643207568006,22.942764282226562,1191200
2015-02-20,22.967495532772357,23.00047030023588,22.81086106322496,22.843835830688477,1174700
2015-02-23,22.80261697825947,22.92627510794492,22.711933616037538,22.843835830688477,2517200
2015-02-24,22.827351937923492,23.008717111458527,22.744912650898982,22.97574234008789,2584900
2015-02-25,23.1323725718087,23.239544104225324,23.049933294349398,23.206567764282227,945000
2015-02-26,23.14061966880419,23.264277814889414,23.041693780895468,23.049936294555664,987500
2015-02-27,23.07466921511256,23.289010741599192,23.07466921511256,23.099401473999023,1369700
2015-03-02,23.058176711610535,23.124127817188462,22.97573900893692,23.107641220092773,1098900
2015-03-03,23.181839771449862,23.190082284993558,22.951010082260954,22.97574234008789,808400
2015-03-04,22.85208693371071,23.033453713853746,22.74491694104348,22.992233276367188,1076200
2015-03-05,22.97574134316646,23.08291131096917,22.876813888549805,22.876813888549805,1043700
2015-03-06,22.695447298999806,22.810861345146183,22.423398781370175,22.48110580444336,1441600
2015-03-09,22.530571044058703,22.5800339871174,22.390424728393555,22.390424728393555,1154200
2015-03-10,22.2337862210534,22.258518474310474,21.912274790703044,21.92051887512207,1543700
2015-03-11,21.92876434326172,22.035934302674896,21.838080981328584,21.92876434326172,1487700
